unique_id	name	sector	summary	address	email	phone	website	state	em_http_code	http_code	scraped	inserted	email_sent	email_responded	url
c29b206b21c14ba1a21bf3255b7aaaedea6e1d043ddc1a2363d18105f5af45d83fbfcdd8f9224f9b08e8765d58371969dfa386f2d017c1a711ab031524e57c6c	Grupo 9lands Sl	Comunicaciones	Programacion y analisis de informatica; y la comercializacion, instalacion, mantenimiento y reparacion de equipos informaticos	Calle san juan y san pedro, 7 - loc 1, zaragoza, 50001, zaragoza	info@9lands.com	976233905	N/A	Alive							https://empresite.eleconomista.es/GRUPO-9LANDS.html										
4032517704ee708bfd53144af6d5239f4fb47cb7ef051e705c3f730e2d90a8913c511bb4172f371355fc8450c55e7e5cb0fb7f90c77f1bce1dcf6ebc793e9112	Informaticos A Tope Sociedad Limitada.	Comercio	Explotacion electronica por cuenta de terceros, programacion informatica, y consultoria informatica. el comercio al por menor y mayor de todo tipo de material y aparatos electricos y otros aparatos de uso domestico. el c	Calle pablo coso calero, 92, bormujos, 41930, sevilla	inf_a_tope@hotmail.com	954789833	N/A	Alive							https://empresite.eleconomista.es/INFORMATICOS-TOPE.html										
9675764b8f71c93eff84aee52f313971d1488a61b4f5f6d77ea4900b1b8d5ca5d937520b864eff8d5573fb6fa7843ff611c3460b82444fe5ba2dbce42a12f54d	Tkt Servicios Informaticos Sociedad Limitada.	Otros servicios	Servicios informáticos-reparaciones	Calle ronda de cabeza hermosa, 36 - esq a cl voluntad, alcala de guadaira, 41500, sevilla	administracion@tkt-servicios.com	955514167	N/A	Alive							https://empresite.eleconomista.es/TKT-SERVICIOS-INFORMATICOS.html										
2773b8ce385446037fa4e0c5a8e458dd1252f90a1eea280b19cdedb3bb1ffa43e73d9e6b879d1e54e49880a0ea13cce0e39ec91e57e91a83faf9b514bfe15826	F8 Servicios Sl.	Comercio	1. todos los asuntos de índole profesional relacionados con el ejercicio de la agencia comercial de distribución y muy especialmente de importación, todo lo que esté relacionado con el mantenimiento de la representación, con el cobro de las comisiones o retribuciones pactadas y con cualquier cuesti.	Urbanizacion ciudad sol, bl 4 piso 9 a, jerez de la frontera, 11406, cadiz	administracion@f8servicios.com	0	N/A	Alive							https://empresite.eleconomista.es/MALOTAI-SERVICIOS-INFORMATICOS.html										
0715eb624289b26bb9d8eb146e11220873d866a2d1737553384cda65d5278b4f1efe7702cd838227de6aaa2d87a0f0f796c6e55f933a555f1ea77ee0e9657b68	Servicios Informaticos Palomares Sl	Comercio	El alquiler de equipos informaticos, construccion de maquinas de oficina, ordenadores, incluida su instalacion, mantenimiento, ensamblaje, montaje, reparacion y venta de ordenadores.	Avenida de isabel de farnesio, 20 - lc 4, boadilla del monte, 28660, madrid	david@mainsip.com	916326950	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-PALOMARES.html										
11878b897801b85da245a3576b4b5ff36e68f3824e15ed498c46862bdb44f10547cec4da873fe5881dc827cc3dd65aea22e13357ea1cf60d4082def6eb610ac3	Servicios Informaticos Combarro Sl	Comercio	A) la comercializacion, venta, alquiler y distribucion de todo tipo de material informatico, telefonico, y en general, consumibles informaticos. b) analisis, diseno, desarrollo de software, sistemas de informacion y pagi	Travesia maceira, 1 - 5, poio, 36995, pontevedra	seincoinformatica@gmail.com	986772343	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-COMBARRO.html										
a2504ad81d8781c90159e9271825875b6c27c0f94505876f667557616b4d712dbbe9a5a9ab937accbdd9202f99626d08b9fa8e500db941ac46b75fd76cd0b21a	Servicios Informaticos Ancada Sl	Comunicaciones	La importacion y exportacion, la venta al mayor y detalle, alquiler y comercializacion en general de equipos informaticos, electronicos y sofware; incluyendo todo tipo de material accesorios relacionados con estos equipo	Calle villacarralon, 10, valladolid, 47008, valladolid	N/A	983315073	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-ANCADA.html										
92e40126a451c638b068f8eb2913b4031e3ca442615e9fce963e36cee957987f203397e90f64a1a444a27be3a6d5b4497845d65d33ce734c3b86e5e7f1a0d987	Servicios Informaticos Moncayo Sl	Comercio	Venta de componentes y equipos informaticos; montaje y reparacion de equipos y componentes informaticos; montaje y administracion de redes informaticas; diseno grafico, diseno web, rotulacion, mantenimiento integral para	Calle moncayo, 3, borja, 50540, zaragoza	N/A	976868197	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-MONCAYO.html										
6de97d2921f52fb854961a46c4cb838947010a3324aac8a46c5daa87b76ad4784bd95043d0c6c33d662efa9c3740ce4e08c96d7eed0f97050d75b422c0b0368b	Servicios Informaticos De Auditoria Fiscal Sl	Comunicaciones	Servicios para prevenir el fraude fiscal.	Plaza garellano, 17 - bj loc d, bilbao, 48013, bizkaia	sara.benito@sendaudit.com	918448287	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-AUDITORIA-FISCAL.html										
b654f8750ec613104e19ed6eeca625352ce5bf5c13a851d3995d0e7b068fdd35497627db2dc0b2620d7e82e3f33b83b627b0c7cc651199f34975afa5b4d9e08c	Servicios Informaticos Cheste Sl	Otros servicios	El comercio menor de muebles, material y suministros de oficina y de maquinas, ordenadores y otros equipos de oficina. reparacion y mantenimiento de maquinas, ordenadores y cualquier equipo para oficina.	Calle los girasoles, 3, chiva, 46370, valencia	javier@serich.com	0	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-CHESTE.html										
01623ee77efb5bd9fb3a4e3911cd659abdde8f85f930abe045b41d7fec55d287b269e1c6ee914b1415e10054b0d41c385107883658f5a6ddd14dd21215063195	Servicios Y Productos Informaticos Monzon S.l.	Comercio	Venta y posterior soporte tecnico de material de oficina, productos informaticos y electronicos el objeto social podra ser desarrollado total o parcialmente mediante la titularidad de acciones o participaciones en otras	Calle san mateo, 17, monzon, 22400, huesca	info@spitecnologias.com	974415571	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-PRODUCTOS-INFORMATICOS-MONZON.html										
884ac448bf64c0cf6b90c1f02aad02d67b12cc00bac942076593d79e4c3eb16845192d1c09a769a88c032e2ae1f6697069ab2278449857cc8ceeab8256bc60ac	Servicios Informaticos Y Economicos Sl	Servicios empresariales	Desarrollo de proyectos informaticos y economicos.	Calle pino bermejo, 9, sevilla, 41016, sevilla	mmartin@deprom.net	954670911	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-ECONOMICOS.html										
20b90e298ced7ffd999498d9531f8f1faab7e10d8b3d15e3d4daeb2b6b5a496bf0678077e12d2d747b401a9549fe3deeb0ac81e72aec6efd7ea5bcee0c6732ef	Servicios Informaticos Oltra Sebastian Sl	Comercio	Prestacion de servicios informaticos, mantenimiento de equipos informaticos y de oficina, compraventa de componentes, piezas, equipos informaticos, software y equipamiento de oficina.	Plaza lepanto, 1 - bj, benetusser, 46910, valencia	mayte@maspinfor.net	963753847	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-OLTRA-SEBASTIAN.html										
4b519f130287ffb792e08e3427dd136bf3f8f4eb4ba81c5e3a3e35345312500bb9e02820cdb458eae1b19a18baf06992d004aba362e7db42e7e6f7919aa59f0d	Servicios Informaticos System Sl	Comercio	Sistemas informaticos y de tecomunicacion	Avenida la constitucio, 11, banyeres de mariola, 03450, alicante	info@systemsl.com	965566353	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-SYSTEM.html										
e296610f0f0ef2fd6561039a0de9543103fd343a24f3bcbdc74c274f87e642bf477372699687ddc91046b2a23858e81ac362449e116c0fb10ac46319f1e6ff2d	Servicios Y Sistemas Informaticos Los Palacios S.l.	Comercio	Compra y venta de equipos informaticos, consumibles informaticos y de mobiliario de oficinas el montaje y reparacion de todo tipo de sistemas y equipos informaticos y ofimaticos ordenadores, monitores, impresoras. formac	Poligono industrial santa lucia, 7, los palacios y villafranca, 41720, sevilla	N/A	955815497	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-SISTEMAS-INFORMATICOS-PALACIOS.html										
3a6f83f2fe6b18f93b5c16c849cc15994de1427d63fff9f34d4c5c4d1f4369d369726baf15a7dfce88668e72aec2fff25cc8e1df13be6843569318a5fe07b8e0	Servicios Informaticos Idemas Sl	Comunicaciones	Prestacion de servicios de estudio, analisis de procesos para su tratamiento mecanico, de programacion para equipos electronicos, de registro de datos en soportes de entrada para ordenadores, etc	Calle emporda, 3 - 5, santa perpetua de mogoda, 08130, barcelona	nuria.garcia@idemas.com	937124236	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-IDEMAS.html										
4884ed1e0aace5d6e1e89f674704df22e6e16532d543bf11b979e9bda71e9400061e934237898e23715a2ba77d902091c1b7a667e1d1c0924e77291afc7b9a0b	Servicios Informaticos Sierra Norte Sl	Comercio	Venta de material, programas y servicios informaticos, ya sea al por mayor o al por menor y todo lo relacionado con esta actividad, como la construccion o ensamblaje de los aparatos de proceso de datos, etc.	Calle miño, 12, guadalix de la sierra, 28794, madrid	itorres@sisnorte.com	0	N/A	Alive							https://empresite.eleconomista.es/SERVICIOS-INFORMATICOS-SIERRA-NORTE.html										
